Profiling Data for connect_and_send_file:

Total Bytes Sent: 41684
Chunk Size: 512 bytes
Number of Chunks Sent: 81
Remaining Bytes: 212

Connection Time (microseconds): 3423082, 2031237, 1889445, 1948962, 2037367, 1916508, 2001193, 1974613, 3227309, 1981204, 3294649, 3382667, 3323633, 2048435, 3226935, 1889890, 2042037, 1969445, 4445734, 2020441
Finding characteristic and service (microseconds): 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Total Sending Time (microseconds): 1460954, 1507114, 1488355, 1443501, 1457223, 1424610, 1477287, 1427295, 1423442, 1474608, 1509718, 1448093, 1475880, 1517371, 1539432, 1490761, 1516973, 1542334, 1478616, 1482373

Chunk Timing Details:
Chunk round trip times (microseconds):
Chunk 30: 17524, 20039, 21206, 20039, 40030, 59962, 37557, 31269, 20015, 20006, 19982, 19995, 20372, 18721, 19911, 38751, 19633, 26319, 22530, 29990
Chunk 31: 33719, 20192, 20024, 20025, 22474, 54145, 21207, 19999, 20239, 22869, 21227, 32447, 20887, 21282, 34986, 20026, 20011, 21204, 33681, 37472
Chunk 32: 33763, 21137, 19055, 19965, 19989, 55874, 19981, 20030, 22243, 20888, 32523, 32527, 17490, 20005, 25076, 19984, 34968, 20002, 37513, 19978
Chunk 33: 19993, 34934, 37161, 43741, 21286, 20327, 21251, 19966, 20001, 32543, 47533, 18800, 41247, 39957, 21224, 19995, 36275, 19985, 21275, 21297
Chunk 34: 17550, 20001, 40288, 39998, 34961, 22179, 43771, 40003, 38763, 33703, 17483, 19967, 20023, 18781, 22501, 33712, 22493, 33749, 17468, 28727
Chunk 35: 19962, 17474, 19791, 31283, 30015, 20042, 19987, 38791, 20011, 17531, 20026, 65002, 20023, 20011, 19982, 30002, 20020, 19995, 20042, 32533
Chunk 36: 19997, 20001, 21207, 20046, 32866, 36175, 20015, 19959, 20006, 20015, 32456, 36276, 17477, 20006, 32463, 20009, 19985, 17535, 36214, 31213
Chunk 37: 33773, 20029, 39982, 56190, 30915, 53788, 19958, 18722, 22465, 58694, 36252, 21214, 19980, 19994, 23761, 19965, 43729, 20285, 20021, 19999
Chunk 38: 29982, 37481, 19982, 24996, 38749, 36286, 32514, 35062, 20416, 25047, 22500, 20016, 45004, 47497, 25063, 18793, 22579, 21156, 21367, 17486
Chunk 39: 21239, 36248, 21317, 20001, 21249, 34959, 33785, 21218, 43335, 19979, 20120, 36216, 18753, 31237, 19968, 32493, 21238, 34765, 19893, 21284
